mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	lyrics_1	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur
6	5	18	18	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	297									
6	5	19	19	0.5	1/2	1/2	Chord	4/4	1	1	1/8	1/8	1	298									
6	5	39/2	39/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8	1/8	1	299									
6	5	20	20	0.5	3/4	3/4	Chord	4/4	1	1	1/8	1/8	1	300									
6	5	41/2	41/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	301									
6	5	17	17	1.0	0	0	Chord	4/4	1	2	1/4	1/4	1	302									
6	5	18	18	1.0	1/4	1/4	Chord	4/4	1	2	1/4	1/4	1	303									
6	5	19	19	0.5	1/2	1/2	Chord	4/4	1	2	1/8	1/8	1	304									
6	5	39/2	39/2	0.5	5/8	5/8	Chord	4/4	1	2	1/8	1/8	1	305									
6	5	20	20	1.0	3/4	3/4	Chord	4/4	1	2	1/4	1/4	1	306									
6	5	17	17	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	307									
6	5	18	18	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	308									
6	5	19	19	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	309									
6	5	17	17	1.0	0	0	Chord	4/4	3	1	1/4	1/4	1	310									
6	5	18	18	1.0	1/4	1/4	Chord	4/4	3	1	1/4	1/4	1	311									
6	5	19	19	0.5	1/2	1/2	Chord	4/4	3	1	1/8	1/8	1	312									
6	5	39/2	39/2	0.5	5/8	5/8	Chord	4/4	3	1	1/8	1/8	1	313									
6	5	20	20	0.5	3/4	3/4	Chord	4/4	3	1	1/8	1/8	1	314									
6	5	41/2	41/2	0.5	7/8	7/8	Chord	4/4	3	1	1/8	1/8	1	315									
6	5	17	17	1.0	0	0	Chord	4/4	4	1	1/4	1/4	1	316									
6	5	18	18	1.0	1/4	1/4	Chord	4/4	4	1	1/4	1/4	1	317									
6	5	19	19	0.5	1/2	1/2	Chord	4/4	4	1	1/8	1/8	1	318									
6	5	39/2	39/2	0.5	5/8	5/8	Chord	4/4	4	1	1/8	1/8	1	319									
6	5	20	20	0.5	3/4	3/4	Chord	4/4	4	1	1/8	1/8	1	320									
6	5	41/2	41/2	0.5	7/8	7/8	Chord	4/4	4	1	1/8	1/8	1	321									
6	5	17	17	1.0	0	0	Chord	4/4	5	1	1/4	1/4	1	322									
6	5	18	18	1.0	1/4	1/4	Chord	4/4	5	1	1/4	1/4	1	323									
6	5	19	19	0.5	1/2	1/2	Chord	4/4	5	1	1/8	1/8	1	324									
6	5	39/2	39/2	0.5	5/8	5/8	Chord	4/4	5	1	1/8	1/8	1	325									
6	5	20	20	0.5	3/4	3/4	Chord	4/4	5	1	1/8	1/8	1	326									
6	5	41/2	41/2	0.5	7/8	7/8	Chord	4/4	5	1	1/8	1/8	1	327									
6	5	17	17	1.0	0	0	Chord	4/4	6	2	1/4	1/4	1	328									
6	5	18	18	1.0	1/4	1/4	Chord	4/4	6	2	1/4	1/4	1	329									
6	5	19	19	0.5	1/2	1/2	Chord	4/4	6	2	1/8	1/8	1	330									
6	5	39/2	39/2	0.5	5/8	5/8	Chord	4/4	6	2	1/8	1/8	1	331									
6	5	20	20	0.5	3/4	3/4	Chord	4/4	6	2	1/8	1/8	1	332									
6	5	41/2	41/2	0.5	7/8	7/8	Chord	4/4	6	2	1/8	1/8	1	333									
6	5	17	17	1.0	0	0	Chord	4/4	7	1	1/4	1/4	1	334									
6	5	18	18	1.0	1/4	1/4	Chord	4/4	7	1	1/4	1/4	1	335									
6	5	19	19	0.5	1/2	1/2	Chord	4/4	7	1	1/8	1/8	1	336									
6	5	39/2	39/2	0.5	5/8	5/8	Chord	4/4	7	1	1/8	1/8	1	337									
6	5	20	20	0.5	3/4	3/4	Chord	4/4	7	1	1/8	1/8	1	338									
6	5	41/2	41/2	0.5	7/8	7/8	Chord	4/4	7	1	1/8	1/8	1	339									
6	5	17	17	1.0	0	0	Chord	4/4	8	2	1/4	1/4	1	340									
6	5	18	18	1.0	1/4	1/4	Chord	4/4	8	2	1/4	1/4	1	341									
6	5	19	19	0.5	1/2	1/2	Chord	4/4	8	2	1/8	1/8	1	342									
6	5	39/2	39/2	0.5	5/8	5/8	Chord	4/4	8	2	1/8	1/8	1	343									
6	5	20	20	0.5	3/4	3/4	Chord	4/4	8	2	1/8	1/8	1	344									
6	5	41/2	41/2	0.5	7/8	7/8	Chord	4/4	8	2	1/8	1/8	1	345									
6	5	17	17	1.0	0	0	Chord	4/4	9	1	1/4	1/4	1	346									
6	5	18	18	1.0	1/4	1/4	Chord	4/4	9	1	1/4	1/4	1	347									
6	5	19	19	0.5	1/2	1/2	Chord	4/4	9	1	1/8	1/8	1	348									
6	5	39/2	39/2	0.5	5/8	5/8	Chord	4/4	9	1	1/8	1/8	1	349									
6	5	20	20	1.0	3/4	3/4	Chord	4/4	9	1	1/4	1/4	1	350									
6	5	17	17	1.0	0	0	Chord	4/4	10	1	1/4	1/4	1	351	des-								
6	5	18	18	1.0	1/4	1/4	Chord	4/4	10	1	1/4	1/4	1	352	-sen								
6	5	19	19	0.5	1/2	1/2	Chord	4/4	10	1	1/8	1/8	1	353	Lob								
6	5	39/2	39/2	0.5	5/8	5/8	Chord	4/4	10	1	1/8	1/8	1	354									
6	5	20	20	0.5	3/4	3/4	Chord	4/4	10	1	1/8	1/8	1	355	der								
6	5	41/2	41/2	0.5	7/8	7/8	Chord	4/4	10	1	1/8	1/8	1	356									
6	5	17	17	1.0	0	0	Chord	4/4	10	2	1/4	1/4	1	357									
6	5	18	18	1.0	1/4	1/4	Chord	4/4	10	2	1/4	1/4	1	358									
6	5	19	19	0.5	1/2	1/2	Chord	4/4	10	2	1/8	1/8	1	359									
6	5	39/2	39/2	0.5	5/8	5/8	Chord	4/4	10	2	1/8	1/8	1	360									
6	5	20	20	0.5	3/4	3/4	Chord	4/4	10	2	1/8	1/8	1	361									
6	5	41/2	41/2	0.5	7/8	7/8	Chord	4/4	10	2	1/8	1/8	1	362									
6	5	17	17	1.0	0	0	Chord	4/4	11	1	1/4	1/4	1	363									
6	5	18	18	1.0	1/4	1/4	Chord	4/4	11	1	1/4	1/4	1	364									
6	5	19	19	0.5	1/2	1/2	Chord	4/4	11	1	1/8	1/8	1	365									
6	5	39/2	39/2	0.5	5/8	5/8	Chord	4/4	11	1	1/8	1/8	1	366									
6	5	20	20	1.0	3/4	3/4	Chord	4/4	11	1	1/4	1/4	1	367									
6	5	17	17	0.5	0	0	Chord	4/4	11	2	1/8	1/8	1	368									
6	5	35/2	35/2	0.5	1/8	1/8	Chord	4/4	11	2	1/8	1/8	1	369									
6	5	18	18	0.5	1/4	1/4	Chord	4/4	11	2	1/8	1/8	1	370									
6	5	37/2	37/2	0.5	3/8	3/8	Chord	4/4	11	2	1/8	1/8	1	371									
6	5	19	19	1.5	1/2	1/2	Chord	4/4	11	2	3/8	1/4	3/2	372									
6	5	41/2	41/2	0.5	7/8	7/8	Chord	4/4	11	2	1/8	1/8	1	373									
6	5	17	17	0.5	0	0	Chord	4/4	12	1	1/8	1/8	1	374									
6	5	35/2	35/2	0.5	1/8	1/8	Chord	4/4	12	1	1/8	1/8	1	375									
6	5	18	18	0.5	1/4	1/4	Chord	4/4	12	1	1/8	1/8	1	376									
6	5	37/2	37/2	0.5	3/8	3/8	Chord	4/4	12	1	1/8	1/8	1	377									
6	5	19	19	1.0	1/2	1/2	Chord	4/4	12	1	1/4	1/4	1	378									
6	5	20	20	0.5	3/4	3/4	Chord	4/4	12	1	1/8	1/8	1	379									
6	5	41/2	41/2	0.5	7/8	7/8	Chord	4/4	12	1	1/8	1/8	1	380									
6	5	17	17	0.5	0	0	Chord	4/4	13	1	1/8	1/8	1	381									
6	5	35/2	35/2	0.5	1/8	1/8	Chord	4/4	13	1	1/8	1/8	1	382									
6	5	18	18	0.5	1/4	1/4	Chord	4/4	13	1	1/8	1/8	1	383									
6	5	37/2	37/2	0.5	3/8	3/8	Chord	4/4	13	1	1/8	1/8	1	384									
6	5	19	19	1.0	1/2	1/2	Chord	4/4	13	1	1/4	1/4	1	385									
6	5	20	20	0.5	3/4	3/4	Chord	4/4	13	1	1/8	1/8	1	386									
6	5	41/2	41/2	0.5	7/8	7/8	Chord	4/4	13	1	1/8	1/8	1	387									
7	6	21	21	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	388									
7	6	22	22	0.5	1/4	1/4	Chord	4/4	1	1	1/8	1/8	1	389									
7	6	45/2	45/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	390									
7	6	23	23	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	391									
7	6	24	24	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	392									
7	6	21	21	0.5	0	0	Chord	4/4	1	2	1/8	1/8	1	393									
7	6	43/2	43/2	0.5	1/8	1/8	Chord	4/4	1	2	1/8	1/8	1	394									
7	6	22	22	0.5	1/4	1/4	Chord	4/4	1	2	1/8	1/8	1	395									
7	6	45/2	45/2	0.5	3/8	3/8	Chord	4/4	1	2	1/8	1/8	1	396									
7	6	23	23	1.0	1/2	1/2	Chord	4/4	1	2	1/4	1/4	1	397									
7	6	22	22	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	398									
7	6	23	23	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	399									
7	6	21	21	1.0	0	0	Chord	4/4	3	1	1/4	1/4	1	400									
7	6	22	22	0.5	1/4	1/4	Chord	4/4	3	1	1/8	1/8	1	401									
7	6	45/2	45/2	0.5	3/8	3/8	Chord	4/4	3	1	1/8	1/8	1	402									
7	6	23	23	1.0	1/2	1/2	Chord	4/4	3	1	1/4	1/4	1	403									
7	6	24	24	1.0	3/4	3/4	Chord	4/4	3	1	1/4	1/4	1	404									
7	6	21	21	1.0	0	0	Chord	4/4	4	1	1/4	1/4	1	405									
7	6	22	22	0.5	1/4	1/4	Chord	4/4	4	1	1/8	1/8	1	406									
7	6	45/2	45/2	0.5	3/8	3/8	Chord	4/4	4	1	1/8	1/8	1	407									
7	6	23	23	1.0	1/2	1/2	Chord	4/4	4	1	1/4	1/4	1	408									
7	6	24	24	1.0	3/4	3/4	Chord	4/4	4	1	1/4	1/4	1	409									
7	6	21	21	1.0	0	0	Chord	4/4	5	1	1/4	1/4	1	410									
7	6	22	22	0.5	1/4	1/4	Chord	4/4	5	1	1/8	1/8	1	411									
7	6	45/2	45/2	0.5	3/8	3/8	Chord	4/4	5	1	1/8	1/8	1	412									
7	6	23	23	1.0	1/2	1/2	Chord	4/4	5	1	1/4	1/4	1	413									
7	6	24	24	1.0	3/4	3/4	Chord	4/4	5	1	1/4	1/4	1	414									
7	6	21	21	1.0	0	0	Chord	4/4	6	2	1/4	1/4	1	415									
7	6	22	22	0.25	1/4	1/4	Chord	4/4	6	2	1/16	1/16	1	416									
7	6	89/4	89/4	0.25	5/16	5/16	Chord	4/4	6	2	1/16	1/16	1	417									
7	6	45/2	45/2	0.5	3/8	3/8	Chord	4/4	6	2	1/8	1/8	1	418									
7	6	23	23	1.0	1/2	1/2	Chord	4/4	6	2	1/4	1/4	1	419									
7	6	24	24	1.0	3/4	3/4	Chord	4/4	6	2	1/4	1/4	1	420									
7	6	21	21	1.0	0	0	Chord	4/4	7	1	1/4	1/4	1	421									
7	6	22	22	0.5	1/4	1/4	Chord	4/4	7	1	1/8	1/8	1	422									
7	6	45/2	45/2	0.5	3/8	3/8	Chord	4/4	7	1	1/8	1/8	1	423									
7	6	23	23	1.0	1/2	1/2	Chord	4/4	7	1	1/4	1/4	1	424									
7	6	24	24	1.0	3/4	3/4	Chord	4/4	7	1	1/4	1/4	1	425									
7	6	21	21	1.0	0	0	Chord	4/4	8	2	1/4	1/4	1	426									
7	6	22	22	0.25	1/4	1/4	Chord	4/4	8	2	1/16	1/16	1	427									
7	6	89/4	89/4	0.25	5/16	5/16	Chord	4/4	8	2	1/16	1/16	1	428									
7	6	45/2	45/2	0.5	3/8	3/8	Chord	4/4	8	2	1/8	1/8	1	429									
7	6	23	23	1.0	1/2	1/2	Chord	4/4	8	2	1/4	1/4	1	430									
7	6	24	24	1.0	3/4	3/4	Chord	4/4	8	2	1/4	1/4	1	431									
7	6	21	21	0.5	0	0	Chord	4/4	9	1	1/8	1/8	1	432									
7	6	43/2	43/2	0.5	1/8	1/8	Chord	4/4	9	1	1/8	1/8	1	433									
7	6	22	22	1.0	1/4	1/4	Chord	4/4	9	1	1/4	1/4	1	434									
7	6	23	23	1.0	1/2	1/2	Chord	4/4	9	1	1/4	1/4	1	435									
7	6	24	24	1.0	3/4	3/4	Chord	4/4	9	1	1/4	1/4	1	436									
7	6	21	21	1.0	0	0	Chord	4/4	10	1	1/4	1/4	1	437	En-								
7	6	22	22	0.5	1/4	1/4	Chord	4/4	10	1	1/8	1/8	1	438	-gel								
7	6	45/2	45/2	0.5	3/8	3/8	Chord	4/4	10	1	1/8	1/8	1	439									
7	6	23	23	1.0	1/2	1/2	Chord	4/4	10	1	1/4	1/4	1	440	Heer								
7	6	24	24	1.0	3/4	3/4	Chord	4/4	10	1	1/4	1/4	1	441	im								
7	6	21	21	1.0	0	0	Chord	4/4	10	2	1/4	1/4	1	442									
7	6	22	22	0.25	1/4	1/4	Chord	4/4	10	2	1/16	1/16	1	443									2
7	6	89/4	89/4	0.25	5/16	5/16	Chord	4/4	10	2	1/16	1/16	1	444									2
7	6	45/2	45/2	0.5	3/8	3/8	Chord	4/4	10	2	1/8	1/8	1	445									
7	6	23	23	1.0	1/2	1/2	Chord	4/4	10	2	1/4	1/4	1	446									
7	6	24	24	1.0	3/4	3/4	Chord	4/4	10	2	1/4	1/4	1	447									
7	6	21	21	0.5	0	0	Chord	4/4	11	1	1/8	1/8	1	448									
7	6	43/2	43/2	0.5	1/8	1/8	Chord	4/4	11	1	1/8	1/8	1	449									
7	6	22	22	1.0	1/4	1/4	Chord	4/4	11	1	1/4	1/4	1	450									
7	6	23	23	1.0	1/2	1/2	Chord	4/4	11	1	1/4	1/4	1	451									
7	6	24	24	1.0	3/4	3/4	Chord	4/4	11	1	1/4	1/4	1	452									
7	6	21	21	0.5	0	0	Chord	4/4	11	2	1/8	1/8	1	453									
7	6	43/2	43/2	0.5	1/8	1/8	Chord	4/4	11	2	1/8	1/8	1	454									
7	6	22	22	0.5	1/4	1/4	Chord	4/4	11	2	1/8	1/8	1	455									
7	6	45/2	45/2	0.5	3/8	3/8	Chord	4/4	11	2	1/8	1/8	1	456									
7	6	23	23	1.0	1/2	1/2	Chord	4/4	11	2	1/4	1/4	1	457									
7	6	24	24	1.0	3/4	3/4	Chord	4/4	11	2	1/4	1/4	1	458									
7	6	21	21	0.5	0	0	Chord	4/4	12	1	1/8	1/8	1	459									
7	6	43/2	43/2	0.5	1/8	1/8	Chord	4/4	12	1	1/8	1/8	1	460									
7	6	22	22	0.5	1/4	1/4	Chord	4/4	12	1	1/8	1/8	1	461									
7	6	45/2	45/2	0.5	3/8	3/8	Chord	4/4	12	1	1/8	1/8	1	462									
7	6	23	23	1.0	1/2	1/2	Chord	4/4	12	1	1/4	1/4	1	463									
7	6	24	24	1.0	3/4	3/4	Chord	4/4	12	1	1/4	1/4	1	464									
7	6	21	21	0.5	0	0	Chord	4/4	13	1	1/8	1/8	1	465									
7	6	43/2	43/2	0.5	1/8	1/8	Chord	4/4	13	1	1/8	1/8	1	466									
7	6	22	22	0.5	1/4	1/4	Chord	4/4	13	1	1/8	1/8	1	467									
7	6	45/2	45/2	0.5	3/8	3/8	Chord	4/4	13	1	1/8	1/8	1	468									
7	6	23	23	1.0	1/2	1/2	Chord	4/4	13	1	1/4	1/4	1	469									
7	6	24	24	1.0	3/4	3/4	Chord	4/4	13	1	1/4	1/4	1	470									
8	7	25	25	0.0	0	0	Tempo	4/4	1	1	0							𝅘𝅥=74	74.0	𝅘𝅥	74.0	0.0	
8	7	25	25	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	471									
8	7	26	26	0.0	1/4	1/4	Tempo	4/4	1	1	0							𝅘𝅥=73	73.0	𝅘𝅥	73.0	0.0	
8	7	26	26	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	472									
8	7	27	27	0.0	1/2	1/2	Tempo	4/4	1	1	0							𝅘𝅥=71	71.0	𝅘𝅥	71.0	0.0	
8	7	27	27	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	473									
8	7	28	28	0.25	3/4	3/4	Chord	4/4	1	1	1/16	1/16	1	474		ornamentTrill							
8	7	113/4	113/4	0.25	13/16	13/16	Chord	4/4	1	1	1/16	1/16	1	475									
8	7	57/2	57/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	476									
8	7	57/2	57/2	0.5	7/8	7/8	Chord	4/4	1	2	1/8	1/8	1	477									
8	7	25	25	1.0	0	0	Chord	4/4	3	1	1/4	1/4	1	478									
8	7	26	26	1.0	1/4	1/4	Chord	4/4	3	1	1/4	1/4	1	479									
8	7	27	27	1.0	1/2	1/2	Chord	4/4	3	1	1/4	1/4	1	480									
8	7	28	28	0.25	3/4	3/4	Chord	4/4	3	1	1/16	1/16	1	481									3
8	7	113/4	113/4	0.25	13/16	13/16	Chord	4/4	3	1	1/16	1/16	1	482									3
8	7	57/2	57/2	0.5	7/8	7/8	Chord	4/4	3	1	1/8	1/8	1	483									
8	7	25	25	1.0	0	0	Chord	4/4	4	1	1/4	1/4	1	484									
8	7	26	26	1.0	1/4	1/4	Chord	4/4	4	1	1/4	1/4	1	485									
8	7	27	27	1.0	1/2	1/2	Chord	4/4	4	1	1/4	1/4	1	486									
8	7	28	28	0.25	3/4	3/4	Chord	4/4	4	1	1/16	1/16	1	487									4
8	7	113/4	113/4	0.25	13/16	13/16	Chord	4/4	4	1	1/16	1/16	1	488									4
8	7	57/2	57/2	0.5	7/8	7/8	Chord	4/4	4	1	1/8	1/8	1	489									
8	7	25	25	1.0	0	0	Chord	4/4	5	1	1/4	1/4	1	490									
8	7	26	26	1.0	1/4	1/4	Chord	4/4	5	1	1/4	1/4	1	491									
8	7	27	27	1.0	1/2	1/2	Chord	4/4	5	1	1/4	1/4	1	492									
8	7	28	28	0.25	3/4	3/4	Chord	4/4	5	1	1/16	1/16	1	493									5
8	7	113/4	113/4	0.25	13/16	13/16	Chord	4/4	5	1	1/16	1/16	1	494									5
8	7	57/2	57/2	0.5	7/8	7/8	Chord	4/4	5	1	1/8	1/8	1	495									
8	7	25	25	0.5	0	0	Chord	4/4	6	2	1/8	1/8	1	496									
8	7	51/2	51/2	0.5	1/8	1/8	Chord	4/4	6	2	1/8	1/8	1	497									
8	7	26	26	0.5	1/4	1/4	Chord	4/4	6	2	1/8	1/8	1	498									
8	7	53/2	53/2	0.5	3/8	3/8	Chord	4/4	6	2	1/8	1/8	1	499									
8	7	27	27	0.25	1/2	1/2	Chord	4/4	6	2	1/16	1/16	1	500									
8	7	109/4	109/4	0.25	9/16	9/16	Chord	4/4	6	2	1/16	1/16	1	501									
8	7	55/2	55/2	0.5	5/8	5/8	Chord	4/4	6	2	1/8	1/8	1	502									
8	7	28	28	0.5	3/4	3/4	Chord	4/4	6	2	1/8	1/8	1	503									
8	7	57/2	57/2	0.5	7/8	7/8	Chord	4/4	6	2	1/8	1/8	1	504									
8	7	25	25	1.0	0	0	Chord	4/4	7	1	1/4	1/4	1	505									
8	7	26	26	1.0	1/4	1/4	Chord	4/4	7	1	1/4	1/4	1	506									
8	7	27	27	1.0	1/2	1/2	Chord	4/4	7	1	1/4	1/4	1	507									
8	7	28	28	0.25	3/4	3/4	Chord	4/4	7	1	1/16	1/16	1	508									6
8	7	113/4	113/4	0.25	13/16	13/16	Chord	4/4	7	1	1/16	1/16	1	509									6
8	7	57/2	57/2	0.5	7/8	7/8	Chord	4/4	7	1	1/8	1/8	1	510									
8	7	25	25	0.5	0	0	Chord	4/4	8	2	1/8	1/8	1	511									
8	7	51/2	51/2	0.5	1/8	1/8	Chord	4/4	8	2	1/8	1/8	1	512									
8	7	26	26	0.5	1/4	1/4	Chord	4/4	8	2	1/8	1/8	1	513									
8	7	53/2	53/2	0.5	3/8	3/8	Chord	4/4	8	2	1/8	1/8	1	514									
8	7	27	27	0.25	1/2	1/2	Chord	4/4	8	2	1/16	1/16	1	515									
8	7	109/4	109/4	0.25	9/16	9/16	Chord	4/4	8	2	1/16	1/16	1	516									
8	7	55/2	55/2	0.5	5/8	5/8	Chord	4/4	8	2	1/8	1/8	1	517									
8	7	28	28	0.5	3/4	3/4	Chord	4/4	8	2	1/8	1/8	1	518									
8	7	57/2	57/2	0.5	7/8	7/8	Chord	4/4	8	2	1/8	1/8	1	519									
8	7	25	25	0.5	0	0	Chord	4/4	9	1	1/8	1/8	1	520									
8	7	51/2	51/2	0.5	1/8	1/8	Chord	4/4	9	1	1/8	1/8	1	521									
8	7	26	26	0.5	1/4	1/4	Chord	4/4	9	1	1/8	1/8	1	522									
8	7	53/2	53/2	0.5	3/8	3/8	Chord	4/4	9	1	1/8	1/8	1	523									
8	7	27	27	0.25	1/2	1/2	Chord	4/4	9	1	1/16	1/16	1	524									7
8	7	109/4	109/4	0.25	9/16	9/16	Chord	4/4	9	1	1/16	1/16	1	525									7
8	7	55/2	55/2	0.5	5/8	5/8	Chord	4/4	9	1	1/8	1/8	1	526									
8	7	28	28	0.5	3/4	3/4	Chord	4/4	9	1	1/8	1/8	1	527									
8	7	57/2	57/2	0.5	7/8	7/8	Chord	4/4	9	1	1/8	1/8	1	528									
8	7	25	25	1.0	0	0	Chord	4/4	10	1	1/4	1/4	1	529	Him-								
8	7	26	26	1.0	1/4	1/4	Chord	4/4	10	1	1/4	1/4	1	530	-mel								
8	7	27	27	1.0	1/2	1/2	Chord	4/4	10	1	1/4	1/4	1	531									
8	7	28	28	0.25	3/4	3/4	Chord	4/4	10	1	1/16	1/16	1	532	stets								8
8	7	113/4	113/4	0.25	13/16	13/16	Chord	4/4	10	1	1/16	1/16	1	533									8
8	7	57/2	57/2	0.5	7/8	7/8	Chord	4/4	10	1	1/8	1/8	1	534	ver-								
8	7	25	25	0.5	0	0	Chord	4/4	10	2	1/8	1/8	1	535									
8	7	51/2	51/2	0.5	1/8	1/8	Chord	4/4	10	2	1/8	1/8	1	536									
8	7	26	26	0.5	1/4	1/4	Chord	4/4	10	2	1/8	1/8	1	537									
8	7	53/2	53/2	0.5	3/8	3/8	Chord	4/4	10	2	1/8	1/8	1	538									
8	7	27	27	0.25	1/2	1/2	Chord	4/4	10	2	1/16	1/16	1	539									9
8	7	109/4	109/4	0.25	9/16	9/16	Chord	4/4	10	2	1/16	1/16	1	540									9
8	7	55/2	55/2	0.5	5/8	5/8	Chord	4/4	10	2	1/8	1/8	1	541									
8	7	28	28	0.5	3/4	3/4	Chord	4/4	10	2	1/8	1/8	1	542									
8	7	57/2	57/2	0.5	7/8	7/8	Chord	4/4	10	2	1/8	1/8	1	543									
8	7	25	25	0.5	0	0	Chord	4/4	11	1	1/8	1/8	1	544									
8	7	51/2	51/2	0.5	1/8	1/8	Chord	4/4	11	1	1/8	1/8	1	545									
8	7	26	26	0.5	1/4	1/4	Chord	4/4	11	1	1/8	1/8	1	546									
8	7	53/2	53/2	0.5	3/8	3/8	Chord	4/4	11	1	1/8	1/8	1	547									
8	7	27	27	0.25	1/2	1/2	Chord	4/4	11	1	1/16	1/16	1	548									10
8	7	109/4	109/4	0.25	9/16	9/16	Chord	4/4	11	1	1/16	1/16	1	549									10
8	7	55/2	55/2	0.5	5/8	5/8	Chord	4/4	11	1	1/8	1/8	1	550									
8	7	28	28	0.5	3/4	3/4	Chord	4/4	11	1	1/8	1/8	1	551									
8	7	57/2	57/2	0.5	7/8	7/8	Chord	4/4	11	1	1/8	1/8	1	552									
8	7	25	25	0.5	0	0	Chord	4/4	11	2	1/8	1/8	1	553									
8	7	51/2	51/2	0.5	1/8	1/8	Chord	4/4	11	2	1/8	1/8	1	554									
8	7	26	26	2.0	1/4	1/4	Chord	4/4	11	2	1/2	1/2	1	555									
8	7	28	28	0.5	3/4	3/4	Chord	4/4	11	2	1/8	1/8	1	556									
8	7	57/2	57/2	0.5	7/8	7/8	Chord	4/4	11	2	1/8	1/8	1	557									
8	7	25	25	0.5	0	0	Chord	4/4	12	1	1/8	1/8	1	558									
8	7	51/2	51/2	0.5	1/8	1/8	Chord	4/4	12	1	1/8	1/8	1	559									
8	7	26	26	2.0	1/4	1/4	Chord	4/4	12	1	1/2	1/2	1	560									
8	7	28	28	0.5	3/4	3/4	Chord	4/4	12	1	1/8	1/8	1	561									
8	7	57/2	57/2	0.5	7/8	7/8	Chord	4/4	12	1	1/8	1/8	1	562									
8	7	25	25	0.5	0	0	Chord	4/4	13	1	1/8	1/8	1	563									
8	7	51/2	51/2	0.5	1/8	1/8	Chord	4/4	13	1	1/8	1/8	1	564									
8	7	26	26	2.0	1/4	1/4	Chord	4/4	13	1	1/2	1/2	1	565									
8	7	28	28	0.5	3/4	3/4	Chord	4/4	13	1	1/8	1/8	1	566									
8	7	57/2	57/2	0.5	7/8	7/8	Chord	4/4	13	1	1/8	1/8	1	567									
9	8	29	29	0.0	0	0	Tempo	4/4	1	1	0							𝅘𝅥=70	70.0	𝅘𝅥	70.0	0.0	
9	8	29	29	0.5	0	0	Chord	4/4	1	1	1/8	1/8	1	568									
9	8	59/2	59/2	0.0	1/8	1/8	Tempo	4/4	1	1	0							𝅘𝅥=69	69.0	𝅘𝅥	69.0	0.0	
9	8	59/2	59/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8	1/8	1	569									
9	8	30	30	0.5	1/4	1/4	Chord	4/4	1	1	1/8	1/8	1	570									
9	8	61/2	61/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	571									
9	8	31	31	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	572									
9	8	32	32	0.0	3/4	3/4	Tempo	4/4	1	1	0							𝅘𝅥=70	70.0	𝅘𝅥	70.0	0.0	
9	8	32	32	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	573									
9	8	29	29	1.0	0	0	Chord	4/4	1	2	1/4	1/4	1	574									
9	8	32	32	1.0	3/4	3/4	Chord	4/4	1	2	1/4	1/4	1	575									
9	8	65/2	65/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	576									
9	8	29	29	0.5	0	0	Chord	4/4	3	1	1/8	1/8	1	577									
9	8	59/2	59/2	0.5	1/8	1/8	Chord	4/4	3	1	1/8	1/8	1	578									
9	8	30	30	0.5	1/4	1/4	Chord	4/4	3	1	1/8	1/8	1	579									
9	8	61/2	61/2	0.5	3/8	3/8	Chord	4/4	3	1	1/8	1/8	1	580									
9	8	31	31	1.0	1/2	1/2	Chord	4/4	3	1	1/4	1/4	1	581									
9	8	32	32	1.0	3/4	3/4	Chord	4/4	3	1	1/4	1/4	1	582									
9	8	29	29	0.5	0	0	Chord	4/4	4	1	1/8	1/8	1	583									
9	8	59/2	59/2	0.5	1/8	1/8	Chord	4/4	4	1	1/8	1/8	1	584									
9	8	30	30	0.5	1/4	1/4	Chord	4/4	4	1	1/8	1/8	1	585									
9	8	61/2	61/2	0.5	3/8	3/8	Chord	4/4	4	1	1/8	1/8	1	586									
9	8	31	31	1.0	1/2	1/2	Chord	4/4	4	1	1/4	1/4	1	587									
9	8	32	32	1.0	3/4	3/4	Chord	4/4	4	1	1/4	1/4	1	588									
9	8	29	29	0.5	0	0	Chord	4/4	5	1	1/8	1/8	1	589									
